datarichiestapremio,id_player,nomepremio,puntipremio,tipopremio,formatPremio,deliveryMode
2021-12-28,1243338.0,Valigetta del dottore,8000,basic,physical,home
2022-01-31,323148.0,Tazza personalizzata con foto,10000,basic,digital,email
2022-01-31,323148.0,Valigetta del dottore,8000,basic,physical,home
2022-01-31,354378.0,Supermercato,14500,basic,physical,home
2022-01-26,1136680.0,Cavallino gonfiabile,9500,basic,physical,home
2022-01-26,1136680.0,Playset Paperelle,7000,basic,physical,home
2022-07-30,1431538.0,Kit Green Generation,0,special,physical,home
2022-01-30,379482.0,Playset Paperelle,7000,basic,physical,home
2022-01-31,655724.0,Primi Passi,12500,basic,physical,home
2021-06-19,434646.0,Buono Sconto Sviluppofoto,3000,gift,digital,email
2022-01-25,434646.0,Calendario personalizzato,5500,basic,digital,email
2022-01-25,434646.0,Trattore,21000,basic,physical,home
2022-01-08,965242.0,Buono Sconto Leolandia,0,special,digital,email
2022-01-08,965242.0,Primi Passi Personalizzata,12500,basic,physical,home
2022-01-16,1506298.0,Buono Sconto Clementoni,1000,gift,digital,email
2022-01-10,87422.0,Inventa favole Montessori,6000,basic,physical,home
2021-09-03,158390.0,Clinica Veterinaria,12500,basic,physical,home
2022-01-04,158390.0,Buono Sconto Clementoni,1000,gift,digital,email
2022-01-04,158390.0,Buono Sconto Photosì,3000,gift,digital,email
2022-01-30,158390.0,Valigetta del dottore,8000,basic,physical,home
2022-01-16,1185882.0,Primi Passi Personalizzata,12500,basic,physical,home
2022-01-16,1185882.0,Buono Sconto Clementoni,1000,gift,digital,email
2022-01-23,1662262.0,Buono Sconto Leolandia,0,special,digital,email
2021-08-19,607848.0,Buono sconto Playmobil,6000,gift,digital,email
2021-11-26,607848.0,Cucina,16000,basic,physical,home
2021-09-01,607848.0,Buono sconto Semiperdo,3000,gift,digital,email
2021-09-01,607848.0,Buono sconto My Sweetie Pie,3000,gift,digital,email
2021-09-01,607848.0,Buono sconto MyMi,9000,gift,digital,email
2022-01-30,470900.0,Bicicletta,21000,basic,physical,home
2021-05-09,1100540.0,Festa della Mamma: Pochette,0,special,physical,home
2021-12-05,1100540.0,Buono Sconto Clementoni,1000,gift,digital,email
2021-11-25,1100540.0,Buono Sconto Zac4Kids,3000,gift,digital,email
2022-01-30,500940.0,15€ Buono sconto Pampers,12000,basic,physical,home
2022-01-30,500940.0,Buono Sconto Leolandia,0,special,digital,email
2022-01-30,500940.0,Buono Sconto Photosì,3000,gift,digital,email
2022-01-31,1068612.0,Registratore di cassa,7000,basic,physical,home
2021-03-08,284066.0,Inventa favole Montessori,6000,basic,physical,home
2022-01-08,81014.0,Playset Aereo,9500,basic,physical,home
2021-12-03,81014.0,Buono Sconto Clementoni,1000,gift,digital,email
2022-01-23,81014.0,10€ Buono sconto Pampers,9000,basic,physical,home
2021-07-28,1259574.0,Buono sconto Carrera,1000,gift,digital,email
2021-12-11,429992.0,Cavallino gonfiabile,9500,basic,physical,home
2021-11-16,429992.0,Casetta Pretty,25000,basic,physical,home
2021-06-08,327204.0,Primi Passi Personalizzata,12500,basic,physical,home
2021-12-21,327204.0,Calendario personalizzato,5500,basic,digital,email
2022-01-09,582948.0,Cavallino gonfiabile,9500,basic,physical,home
2022-01-02,1111538.0,Valigetta del dottore,8000,basic,physical,home
2022-01-31,1403904.0,Playset Aereo,9500,basic,physical,home
2022-01-13,12004.0,Buono Sconto Leolandia,0,special,digital,email
2022-01-25,12004.0,Buono Sconto Photosì,3000,gift,digital,email
2022-01-13,12004.0,Calendario personalizzato,5500,basic,digital,email
2022-01-14,545166.0,Registratore di cassa,7000,basic,physical,home
2021-05-23,224048.0,Buono Sconto Sviluppofoto,3000,gift,digital,email
2021-10-04,224048.0,Supermercato,14500,basic,physical,home
2021-12-10,557296.0,Casetta Pretty,25000,basic,physical,home
2021-11-28,557296.0,Calendario personalizzato,5500,basic,digital,email
2021-12-24,557296.0,Buono Sconto Photosì,3000,gift,digital,email
2022-01-28,1550992.0,Buono Sconto Leolandia,0,special,digital,email
2022-01-31,1550992.0,Buono Sconto Photosì,3000,gift,digital,email
2021-09-10,1210498.0,10€ Coupon Hero*,0,special,physical,home
2022-01-28,1210498.0,Calendario personalizzato,5500,basic,digital,email
2021-11-27,1464332.0,Trattore,21000,basic,physical,home
2022-05-19,1464332.0,Bicicletta,23000,basic,physical,home
2022-05-19,1464332.0,Bicicletta,23000,basic,physical,home
2022-08-22,13832.0,A pesca,5500,basic,physical,home
2021-12-05,13832.0,Clinica Veterinaria,12500,basic,physical,home
2021-04-06,197068.0,Buono sconto Carrera,1000,gift,digital,email
2022-01-27,1483814.0,Buono Sconto Leolandia,0,special,digital,email
2021-11-29,1483814.0,Banco lavoro,16000,basic,physical,home
2022-01-30,1185690.0,Supermercato,14500,basic,physical,home
2022-01-17,510968.0,15€ Buono sconto Pampers,12000,basic,physical,home
2022-01-21,900738.0,Tazza personalizzata con foto,10000,basic,digital,email
2022-01-21,900738.0,Calendario personalizzato,5500,basic,digital,email
2021-09-11,590368.0,Primi Passi,12500,basic,physical,home
2022-01-30,590368.0,Cavallino gonfiabile,9500,basic,physical,home
2022-01-31,1354924.0,Valigetta del dottore,8000,basic,physical,home
2022-01-31,1354924.0,Valigetta del dottore,8000,basic,physical,home
2022-01-20,339528.0,Buono Sconto Clementoni,1000,gift,digital,email
2022-01-20,339528.0,Casetta Pretty Personalizzata,25000,basic,physical,home
2022-01-27,963754.0,Cucina,16000,basic,physical,home
2021-03-06,703480.0,Buono sconto Carrera,1000,gift,digital,email
2021-11-03,121048.0,Buono Sconto Tonki,6000,gift,digital,email
2022-01-17,121048.0,Valigetta del dottore,8000,basic,physical,home
2022-01-31,121048.0,Inventa favole Montessori,6000,basic,physical,home
2022-01-27,1406452.0,20€ Buono sconto Pampers,14500,basic,physical,home
2022-01-02,59168.0,Buono Sconto Leolandia,0,special,digital,email
2021-06-29,59168.0,Flashcards della buonanotte,6000,basic,physical,home
2021-11-04,59168.0,Buono Sconto Leolandia,1000,gift,digital,email
2022-01-22,59168.0,Cavallino gonfiabile,9500,basic,physical,home
2021-11-04,59168.0,Buono Sconto Tonki,6000,gift,digital,email
2021-05-13,247360.0,Valigetta del dottore,8000,basic,physical,home
2021-05-13,247360.0,Buono Sconto Sviluppofoto,3000,gift,digital,email
2021-08-28,631170.0,Casetta Pretty,25000,basic,physical,home
2022-01-05,919094.0,Playset Aereo,9500,basic,physical,home
2022-01-05,919094.0,Calendario personalizzato,5500,basic,digital,email
2022-01-09,1394068.0,Registratore di cassa,7000,basic,physical,home
2021-08-09,496544.0,Bicicletta Personalizzata,21000,basic,physical,home
2022-01-27,1561232.0,Buono Sconto Leolandia,0,special,digital,email
2022-01-26,1561232.0,Valigetta del dottore,8000,basic,physical,home
2022-01-26,1561232.0,Buono Sconto Photosì,3000,gift,digital,email
2022-01-26,1561232.0,Buono Sconto Clementoni,1000,gift,digital,email
2022-01-23,652614.0,20€ Buono sconto Pampers,14500,basic,physical,home
2021-04-20,174316.0,Buono sconto Carrera,1000,gift,digital,email
2022-01-31,142216.0,Buono Sconto Photosì,3000,gift,digital,email
2022-01-31,142216.0,Registratore di cassa,7000,basic,physical,home
2022-01-18,443800.0,Supermercato,14500,basic,physical,home
2021-08-26,443800.0,Buono sconto Semiperdo,3000,gift,digital,email
2021-12-30,604026.0,20€ Buono sconto Pampers,14500,basic,physical,home
2022-07-17,604026.0,Un mese di palestra online,0,special,digital,email
2022-01-31,617744.0,Playset Aereo,9500,basic,physical,home
2022-01-27,1090650.0,10€ Buono sconto Pampers,9000,basic,physical,home
2022-01-06,224698.0,Casetta Pretty,25000,basic,physical,home
2022-01-30,69878.0,Banco lavoro,16000,basic,physical,home
2021-12-29,259822.0,Buono Sconto Clementoni,1000,gift,digital,email
2021-12-21,565366.0,Playset Aereo,9500,basic,physical,home
2021-11-22,364944.0,Velocipede Personalizzato,18000,basic,physical,home
2022-01-27,364944.0,20€ Buono sconto Pampers,14500,basic,physical,home
2022-01-28,364944.0,Buono Sconto Leolandia,0,special,digital,email
2022-07-20,364944.0,Casetta Leone,23000,basic,digital,email
2022-01-30,995056.0,Buono Sconto Photosì,3000,gift,digital,email
2022-01-30,995056.0,Valigetta del dottore,8000,basic,physical,home
2021-12-04,163364.0,Buono Sconto Clementoni,1000,gift,digital,email
2022-02-03,163364.0,Trattore,21000,basic,physical,home
2021-11-11,93138.0,Tazza personalizzata con foto,10000,basic,digital,email
2022-01-03,146352.0,Casetta Pretty,25000,basic,physical,home
2021-09-03,146352.0,Buono sconto Semiperdo,3000,gift,digital,email
2021-09-24,146352.0,Clinica Veterinaria,12500,basic,physical,home
2021-12-31,146352.0,Buono Sconto Leolandia,0,special,digital,email
2021-09-30,1406442.0,Buono sconto My Sweetie Pie,3000,gift,digital,email
2021-12-16,252230.0,Buono Sconto Clementoni,1000,gift,digital,email
2022-01-31,252230.0,Cucina,16000,basic,physical,home
2022-01-27,974328.0,Cavallino gonfiabile,9500,basic,physical,home
2022-01-03,231366.0,Banco lavoro,16000,basic,physical,home
2022-01-09,231366.0,Buono Sconto Photosì,3000,gift,digital,email
2022-01-27,212318.0,Bicicletta,21000,basic,physical,home
2022-01-27,212318.0,Casetta Pretty Personalizzata,25000,basic,physical,home
2022-01-31,212318.0,Buono Sconto Leolandia,0,special,digital,email
2022-01-28,267696.0,5€ Buono sconto Pampers,5500,basic,physical,home
2021-12-18,267696.0,20€ Buono sconto Pampers,14500,basic,physical,home
2021-09-01,470276.0,Cucina,16000,basic,physical,home
2021-11-30,470276.0,Calendario personalizzato,5500,basic,digital,email
2022-01-07,919184.0,Bicicletta,21000,basic,physical,home
2022-01-23,919184.0,Calendario personalizzato,5500,basic,digital,email
2022-01-23,919184.0,Buono Sconto Photosì,3000,gift,digital,email
2022-01-23,919184.0,Buono Sconto Clementoni,1000,gift,digital,email
2022-01-23,919184.0,Buono Sconto Leolandia,0,special,digital,email
2022-08-05,189980.0,Kit Green Generation,0,special,physical,home
2022-01-29,189980.0,Cucina,16000,basic,physical,home
2021-07-13,509394.0,Buono sconto Semiperdo,3000,gift,digital,email
2021-11-03,509394.0,Cucina,16000,basic,physical,home
2022-01-30,509394.0,Supermercato,14500,basic,physical,home
2021-04-23,705566.0,Buono Sconto Sviluppofoto,3000,gift,digital,email
2021-03-08,705566.0,Buono sconto Carrera,1000,gift,digital,email
2021-06-16,705566.0,Ciondolino Manufatto,6000,basic,physical,home
2021-12-26,964000.0,Valigetta del dottore,8000,basic,physical,home
2022-01-31,964000.0,10€ Buono sconto Pampers,9000,basic,physical,home
2022-07-31,1623370.0,Kit Green Generation,0,special,physical,home
2022-01-14,1457478.0,Buono Sconto Clementoni,1000,gift,digital,email
2022-01-14,1457478.0,Buono Sconto Leolandia,0,special,digital,email
2021-11-14,160914.0,Cavallino gonfiabile,9500,basic,physical,home
2021-04-17,225670.0,Casetta Pretty,25000,basic,physical,home
2021-11-29,225670.0,Banco lavoro,16000,basic,physical,home
2021-04-18,162702.0,Primi Passi Personalizzata,12500,basic,physical,home
2022-01-31,162702.0,15€ Buono sconto Pampers,12000,basic,physical,home
2022-01-07,345994.0,5€ Buono sconto Pampers,5500,basic,physical,home
2021-07-07,345994.0,10€ Buono sconto Pampers,9000,basic,physical,home
2022-01-31,125236.0,Banco lavoro,16000,basic,physical,home
2021-10-03,294342.0,Casetta Pretty Personalizzata,25000,basic,physical,home
2022-01-22,208060.0,Buono Sconto Clementoni,1000,gift,digital,email
2021-12-06,208060.0,Casetta Pretty Personalizzata,25000,basic,physical,home
2022-01-22,208060.0,Supermercato,14500,basic,physical,home
2021-09-06,1110922.0,Calendario personalizzato,5500,basic,digital,email
2021-11-08,1013126.0,Bicicletta,21000,basic,physical,home
2021-10-14,1013126.0,Trattore,21000,basic,physical,home
2021-12-24,35660.0,Valigetta del dottore,8000,basic,physical,home
2021-12-24,35660.0,Buono Sconto Leolandia,0,special,digital,email
2022-01-25,448904.0,20€ Buono sconto Pampers,14500,basic,physical,home
2021-08-07,425354.0,Trattore,21000,basic,physical,home
2022-01-17,425354.0,Registratore di cassa,7000,basic,physical,home
2021-12-27,425354.0,Buono Sconto Clementoni,1000,gift,digital,email
2021-12-27,425354.0,Buono Sconto Leolandia,0,special,digital,email
2021-03-03,672908.0,Buono sconto Carrera,1000,gift,digital,email
2021-07-30,672908.0,Cucina,16000,basic,physical,home
2021-12-14,672908.0,Supermercato,14500,basic,physical,home
2021-11-28,458574.0,Banco lavoro,16000,basic,physical,home
2022-01-21,1006122.0,Primi Passi Personalizzata,12500,basic,physical,home
2021-08-30,227810.0,Casetta Pretty,25000,basic,physical,home
2021-10-29,263324.0,Casetta Pretty Personalizzata,25000,basic,physical,home
2022-01-29,263324.0,Flashcards della buonanotte,6000,basic,physical,home
2021-11-11,362578.0,Velocipede Personalizzato,18000,basic,physical,home
2021-11-27,362578.0,Calendario personalizzato,5500,basic,digital,email
2022-01-29,131388.0,10€ Buono sconto Pampers,9000,basic,physical,home
2022-01-29,131388.0,Valigetta del dottore,8000,basic,physical,home
2022-02-03,466116.0,Banco lavoro,16000,basic,physical,home
2021-04-05,540094.0,Buono Sconto Sviluppofoto,3000,gift,digital,email
2022-01-03,540094.0,Cavallino gonfiabile,9500,basic,physical,home
2021-08-20,540094.0,Casetta Pretty,25000,basic,physical,home
2022-01-21,98208.0,Buono Sconto Clementoni,1000,gift,digital,email
2022-01-31,98208.0,Cucina,16000,basic,physical,home
2021-09-07,419744.0,Buono sconto Semiperdo,3000,gift,digital,email
2021-07-09,419744.0,Buono sconto Playmobil,6000,gift,digital,email
2021-07-09,419744.0,Buono sconto Carrera,1000,gift,digital,email
2022-01-12,419744.0,Buono Sconto Leolandia,0,special,digital,email
2021-12-05,419744.0,Cavallino gonfiabile,9500,basic,physical,home
2022-01-02,597686.0,Buono Sconto Photosì,3000,gift,digital,email
2022-01-18,597686.0,3 mesi di FitPrime TV,8000,basic,digital,email
2021-12-12,42988.0,Bicicletta Personalizzata,21000,basic,physical,home
2021-06-11,1293158.0,Pochette summer,0,special,physical,home
2022-01-30,231502.0,Valigetta del dottore,8000,basic,physical,home
2022-01-27,449160.0,Bicicletta Personalizzata,21000,basic,physical,home
2022-01-30,344516.0,Valigetta del dottore,8000,basic,physical,home
2021-09-30,106640.0,Casetta Pretty,25000,basic,physical,home
2021-07-15,106640.0,Buono sconto Playmobil,6000,gift,digital,email
2021-06-29,84498.0,Buono sconto MyMi,9000,gift,digital,email
2022-01-02,84498.0,5€ Buono sconto Pampers,5500,basic,physical,home
2021-10-25,84498.0,Casetta Pretty Personalizzata,25000,basic,physical,home
2022-03-21,84498.0,Doctor on call,8500,basic,physical,home
2022-01-11,1390608.0,Calendario personalizzato,5500,basic,digital,email
2021-08-26,1390608.0,Buono sconto Semiperdo,3000,gift,digital,email
2021-08-26,1390608.0,Buono sconto My Sweetie Pie,3000,gift,digital,email
2021-12-17,695376.0,Buono Sconto Clementoni,1000,gift,digital,email
2022-01-17,695376.0,Primi Passi Personalizzata,12500,basic,physical,home
2022-01-09,119236.0,Clinica Veterinaria,12500,basic,physical,home
2022-01-09,119236.0,Registratore di cassa,7000,basic,physical,home
2021-12-12,901878.0,Banco lavoro,16000,basic,physical,home
2021-12-12,901878.0,Buono Sconto Clementoni,1000,gift,digital,email
2022-01-06,940070.0,5€ Buono sconto Pampers,5500,basic,physical,home
2021-03-22,656586.0,Buono sconto Carrera,1000,gift,digital,email
2021-11-09,656586.0,Buono Sconto Landoloux,9000,gift,digital,email
2021-07-02,656586.0,Buono Sconto Sviluppofoto,3000,gift,digital,email
2022-01-27,656586.0,Cucina,16000,basic,physical,home
2022-01-23,416248.0,Valigetta del dottore,8000,basic,physical,home
2022-01-23,416248.0,Buono Sconto Photosì,3000,gift,digital,email
2022-01-23,416248.0,Buono Sconto Clementoni,1000,gift,digital,email
2022-01-14,165776.0,Casetta Pretty Personalizzata,25000,basic,physical,home
2021-12-16,715370.0,Valigetta del dottore,8000,basic,physical,home
2022-06-27,715370.0,Cagnolino Trasportabile,8500,basic,physical,home
2022-01-02,715370.0,Buono Sconto Photosì,3000,gift,digital,email
2021-08-11,66904.0,Cucina,16000,basic,physical,home
2022-08-26,66904.0,Quad Racer Elettrico,25000,basic,physical,home
2022-01-24,66904.0,Registratore di cassa,7000,basic,physical,home
2021-04-30,324368.0,Casetta Pretty,25000,basic,physical,home
2022-01-26,324368.0,Trattore,21000,basic,physical,home
2021-07-17,1378832.0,Pochette summer,0,special,physical,home
2021-09-10,1378832.0,Buono sconto My Sweetie Pie,3000,gift,digital,email
2022-01-16,173016.0,Trattore,21000,basic,physical,home
2022-01-16,173016.0,5€ Buono sconto Pampers,5500,basic,physical,home
2022-01-11,1272620.0,Buono Sconto Leolandia,0,special,digital,email
2022-01-09,1024282.0,Buono Sconto Clementoni,1000,gift,digital,email
2021-07-20,73424.0,Cavallino gonfiabile,9500,basic,physical,home
2022-07-30,73424.0,Kit Green Generation,0,special,physical,home
2022-01-29,456732.0,Calendario personalizzato,5500,basic,digital,email
2022-01-29,456732.0,Banco lavoro,16000,basic,physical,home
2022-01-29,456732.0,Buono Sconto Leolandia,0,special,digital,email
2022-01-26,353444.0,Registratore di cassa,7000,basic,physical,home
2021-06-25,425794.0,Buono sconto Playmobil,6000,gift,digital,email
2021-06-25,425794.0,Buono Sconto Sviluppofoto,3000,gift,digital,email
2021-08-31,425794.0,Buono sconto My Sweetie Pie,3000,gift,digital,email
2021-08-31,425794.0,Buono sconto Semiperdo,3000,gift,digital,email
2022-01-29,425794.0,Supermercato,14500,basic,physical,home
2021-12-27,425794.0,Buono Sconto Leolandia,0,special,digital,email
2021-07-26,575332.0,Buono sconto Carrera,1000,gift,digital,email
2021-12-18,122076.0,Cucina,16000,basic,physical,home
2021-11-14,658122.0,Valigetta del dottore,8000,basic,physical,home
2022-08-29,1719520.0,Ruspa,14500,basic,physical,home
2021-12-24,40254.0,Registratore di cassa,7000,basic,physical,home
2022-01-10,449726.0,Trattore,21000,basic,physical,home
2022-01-23,683970.0,Buono Sconto Photosì,3000,gift,digital,email
2022-01-23,683970.0,Buono Sconto Clementoni,1000,gift,digital,email
2022-01-23,683970.0,10€ Buono sconto Pampers,9000,basic,physical,home
2021-11-23,309994.0,Clinica Veterinaria,12500,basic,physical,home
2021-09-14,327088.0,Casetta Pretty Personalizzata,25000,basic,physical,home
2022-01-27,327088.0,Clinica Veterinaria,12500,basic,physical,home
2022-01-13,327088.0,Buono Sconto Photosì,3000,gift,digital,email
2022-01-31,605926.0,Primi Passi Personalizzata,12500,basic,physical,home
2021-11-29,429710.0,Buono Sconto Leolandia,1000,gift,digital,email
2022-01-27,429710.0,Playset Aereo,9500,basic,physical,home
2021-12-23,126352.0,Cucina,16000,basic,physical,home
2022-01-31,926354.0,Playset Aereo,9500,basic,physical,home
2022-01-31,926354.0,Inventa favole Montessori,6000,basic,physical,home
2021-11-09,369458.0,Valigetta del dottore,8000,basic,physical,home
2022-01-29,542120.0,Trattore,21000,basic,physical,home
2021-03-14,125246.0,Flashcards della buonanotte,6000,basic,physical,home
2022-01-11,125246.0,Buono Sconto Leolandia,0,special,digital,email
2022-01-11,125246.0,Inventa favole Montessori,6000,basic,physical,home
2021-07-12,125246.0,Buono sconto Semiperdo,3000,gift,digital,email
2022-01-06,40486.0,Playset Aereo,9500,basic,physical,home
2022-01-06,40486.0,Playset Paperelle,7000,basic,physical,home
2022-01-06,40486.0,Buono Sconto Photosì,3000,gift,digital,email
2022-06-29,40486.0,Cagnolino Trasportabile,8500,basic,physical,home
2021-12-03,636176.0,Trattore,21000,basic,physical,home
2021-12-03,636176.0,Buono Sconto Clementoni,1000,gift,digital,email
2021-12-06,636176.0,Buono Sconto Landoloux,9000,gift,digital,email
2021-12-29,477340.0,Casetta Pretty Personalizzata,25000,basic,physical,home
2021-11-16,1453514.0,Buono Sconto Tonki,6000,gift,digital,email
2021-11-09,1453514.0,Buono Sconto Leolandia,1000,gift,digital,email
2021-11-09,1453514.0,Buono Sconto Zac4Kids,3000,gift,digital,email
2021-06-08,1109958.0,10€ Buono sconto Pampers,9000,basic,physical,home
2022-01-04,1109958.0,5€ Buono sconto Pampers,5500,basic,physical,home
2022-01-17,1368300.0,Calendario personalizzato,5500,basic,digital,email
2021-12-25,580038.0,Trattore,21000,basic,physical,home
2021-08-24,376852.0,Buono sconto Semiperdo,3000,gift,digital,email
2021-04-18,376852.0,Buono sconto Playmobil,6000,gift,digital,email
2021-12-08,376852.0,Buono Sconto Clementoni,1000,gift,digital,email
2021-11-20,376852.0,Velocipede,18000,basic,physical,home
2022-08-01,376852.0,Kit Green Generation,0,special,physical,home
2021-12-03,220928.0,Casetta Pretty Personalizzata,25000,basic,physical,home
2022-01-05,220928.0,Buono Sconto Clementoni,1000,gift,digital,email
2022-01-05,220928.0,Buono Sconto Leolandia,0,special,digital,email
2022-01-30,1479174.0,Cavallino gonfiabile,9500,basic,physical,home
2022-01-31,304748.0,Bicicletta,21000,basic,physical,home
2021-12-31,52652.0,Valigetta del dottore,8000,basic,physical,home
2022-07-16,52652.0,A pesca,5500,basic,physical,home
2022-01-30,1130480.0,Primi Passi Personalizzata,12500,basic,physical,home
2022-07-30,1130480.0,Kit Green Generation,0,special,physical,home
2021-09-06,113114.0,20€ Buono sconto Pampers,14500,basic,physical,home
2022-01-24,113114.0,20€ Buono sconto Pampers,14500,basic,physical,home
2022-04-23,109440.0,Playset Aereo,9000,basic,physical,home
2022-01-27,383246.0,Supermercato,14500,basic,physical,home
2021-12-09,1483974.0,Buono Sconto Clementoni,1000,gift,digital,email
2022-01-05,76870.0,Cucina,16000,basic,physical,home
2021-05-24,76870.0,Buono sconto Carrera,1000,gift,digital,email
2022-01-31,253552.0,Valigetta del dottore,8000,basic,physical,home
2022-01-31,253552.0,Inventa favole Montessori,6000,basic,physical,home
2022-01-19,487570.0,Primi Passi Personalizzata,12500,basic,physical,home
2022-01-31,468334.0,Calendario personalizzato,5500,basic,digital,email
2021-11-21,230280.0,Cucina,16000,basic,physical,home
2022-01-20,581728.0,Inventa favole Montessori,6000,basic,physical,home
2022-01-19,582248.0,Bicicletta Personalizzata,21000,basic,physical,home
2021-08-24,428974.0,Buono sconto My Sweetie Pie,3000,gift,digital,email
2022-09-08,428974.0,Un mese di palestra online,0,special,digital,email
2021-05-03,1161846.0,Buono sconto Playmobil,6000,gift,digital,email
2021-05-03,1161846.0,Buono sconto Carrera,1000,gift,digital,email
2022-01-31,1161846.0,15€ Buono sconto Pampers,12000,basic,physical,home
2021-11-22,1161846.0,20€ Buono sconto Pampers,14500,basic,physical,home
2022-01-03,1057284.0,20€ Buono sconto Pampers,14500,basic,physical,home
2022-01-14,1506592.0,Cavallino gonfiabile,9500,basic,physical,home
2021-04-29,1198788.0,Festa della Mamma: Pochette,0,special,physical,home
2021-07-16,467396.0,Buono sconto Semiperdo,3000,gift,digital,email
2022-01-30,467396.0,Clinica Veterinaria,12500,basic,physical,home
2022-01-30,467396.0,Supermercato,14500,basic,physical,home
2022-01-31,514736.0,Primi Passi,12500,basic,physical,home
2022-01-25,514736.0,Buono Sconto Leolandia,0,special,digital,email
2021-07-08,550056.0,Valigetta del dottore,8000,basic,physical,home
2022-01-28,964758.0,Buono Sconto Leolandia,0,special,digital,email
2022-01-08,1443012.0,Flashcards della buonanotte,6000,basic,physical,home
2021-12-24,552578.0,Inventa favole Montessori,6000,basic,physical,home
2021-10-31,524088.0,Trattore,21000,basic,physical,home
2021-04-28,1190344.0,Festa della Mamma: Pochette,0,special,physical,home
2022-01-14,216888.0,Playset Aereo,9500,basic,physical,home
2022-01-17,142972.0,Cavallino gonfiabile,9500,basic,physical,home
2022-01-04,215112.0,Buono Sconto Leolandia,0,special,digital,email
2022-01-21,215112.0,15€ Buono sconto Pampers,12000,basic,physical,home
2022-01-31,154788.0,Casetta Pretty,25000,basic,physical,home
2021-09-04,222926.0,Buono sconto Semiperdo,3000,gift,digital,email
2021-10-14,222926.0,Casetta Pretty Personalizzata,25000,basic,physical,home
2021-03-24,690396.0,Buono Sconto Sviluppofoto,3000,gift,digital,email
2021-03-24,690396.0,Buono sconto Carrera,1000,gift,digital,email
2021-10-18,417380.0,Cucina,16000,basic,physical,home
2021-11-22,1191010.0,Casetta Pretty Personalizzata,25000,basic,physical,home
2021-03-16,956890.0,Buono sconto Carrera,1000,gift,digital,email
2021-11-07,536856.0,Primi Passi Personalizzata,12500,basic,physical,home
2021-12-29,1428782.0,Playset Aereo,9500,basic,physical,home
2021-12-29,1428782.0,Buono Sconto Leolandia,0,special,digital,email
2022-01-30,681826.0,5€ Buono sconto Pampers,5500,basic,physical,home
2022-01-26,681826.0,Buono Sconto Clementoni,1000,gift,digital,email
2021-08-30,1273332.0,Buono sconto Semiperdo,3000,gift,digital,email
2021-08-30,1273332.0,Buono sconto MyMi,9000,gift,digital,email
2022-01-09,1273332.0,Casetta Pretty,25000,basic,physical,home
2022-01-31,1407652.0,Tazza personalizzata con foto,10000,basic,digital,email
2021-12-24,437164.0,Valigetta del dottore,8000,basic,physical,home
2022-01-09,149864.0,Velocipede,18000,basic,physical,home
2021-08-16,149864.0,Buono sconto Playmobil,6000,gift,digital,email
2022-01-03,291180.0,Tazza personalizzata con foto,10000,basic,digital,email
2022-01-15,291180.0,Calendario personalizzato,5500,basic,digital,email
2021-10-12,336256.0,Playset Aereo,9500,basic,physical,home
2021-06-26,336256.0,Valigetta del dottore,8000,basic,physical,home
2021-09-14,131942.0,Casetta Pretty Personalizzata,25000,basic,physical,home
2021-12-09,131942.0,Primi Passi Personalizzata,12500,basic,physical,home
2021-12-29,131942.0,Buono Sconto Photosì,3000,gift,digital,email
2021-12-29,131942.0,Buono Sconto Leolandia,0,special,digital,email
2021-12-29,131942.0,Buono Sconto Clementoni,1000,gift,digital,email
2022-05-06,131942.0,Scrivania,14500,basic,physical,home
2022-08-28,131942.0,Valigetta cucina,7000,basic,physical,home
2022-01-20,1290268.0,Inventa favole Montessori,6000,basic,physical,home
2022-01-20,162182.0,Banco lavoro,16000,basic,physical,home
2022-01-20,162182.0,Buono Sconto Leolandia,0,special,digital,email
2022-01-27,644926.0,Clinica Veterinaria,12500,basic,physical,home
2022-01-27,644926.0,Registratore di cassa,7000,basic,physical,home
2022-01-11,1314054.0,Cucina,16000,basic,physical,home
2021-11-27,511392.0,Cucina,16000,basic,physical,home
2022-01-12,1545494.0,Buono Sconto Photosì,3000,gift,digital,email
2022-01-31,984096.0,Valigetta del dottore,8000,basic,physical,home
2022-01-06,1434944.0,Buono Sconto Leolandia,0,special,digital,email
2021-11-07,1131992.0,Buono Sconto Tonki,6000,gift,digital,email
2021-09-10,1131992.0,Buono sconto My Sweetie Pie,3000,gift,digital,email
2022-08-13,1131992.0,Quad Racer Elettrico,25000,basic,physical,home
2022-01-04,1131992.0,15€ Buono sconto Pampers,12000,basic,physical,home
2022-01-31,246656.0,Valigetta del dottore,8000,basic,physical,home
2022-01-28,76248.0,Bicicletta Personalizzata,21000,basic,physical,home
2021-03-12,135372.0,Buono sconto Carrera,1000,gift,digital,email
2022-01-23,135372.0,Playset Aereo,9500,basic,physical,home
2021-03-13,267270.0,Buono sconto Playmobil,6000,gift,digital,email
2021-12-07,1327086.0,Buono Sconto Clementoni,1000,gift,digital,email
2022-01-18,1372058.0,Playset Aereo,9500,basic,physical,home
2021-11-01,1190960.0,Buono Sconto Leolandia,1000,gift,digital,email
2022-01-05,1190960.0,Velocipede,18000,basic,physical,home
2021-11-09,1369568.0,Buono Sconto Zac4Kids,3000,gift,digital,email
2021-12-17,1369568.0,Inventa favole Montessori,6000,basic,physical,home
2022-01-20,1369568.0,Buono Sconto Clementoni,1000,gift,digital,email
